,berry_x,observation_date,main_tree_type,year,week_number,monthday,lat_x,lon_x,temp,dew,humidity,pressure,cloudcover,solarradiation,solarenergy,uvindex,county,wd_pro_limit,wood_qualty,city_name,region,altitude,berry_x_num,main_tree_type_num,forest_development_class_num
594,cloudberry,2022-07-29,pine,2022,30,729,67.34625743545892,26.767357485752843,11.5,7.0,74.1,1022.5,90.4,None,None,None,19.0,2.896551724137931,1.7142857142857142,Sodankyla,Lapland,252.6837310791016,2,1,2
595,bilberry,2021-07-31,pine,2021,30,731,67.34625743545892,26.767357485752843,12.3,8.6,79.6,996.0,65.4,114.9,9.9,3.0,19.0,2.896551724137931,1.7142857142857142,Sodankyla,Lapland,252.6837310791016,1,1,1
596,lingonberry,2021-08-30,pine,2021,35,830,67.34625743545892,26.767357485752843,11.9,7.5,76.1,1021.4,82.3,90.8,7.8,3.0,19.0,2.896551724137931,1.7142857142857142,Sodankyla,Lapland,252.6837310791016,3,1,1
597,cloudberry,2021-07-14,pine,2021,28,714,67.34625743545892,26.767357485752843,18.3,9.8,58.4,1014.9,38.5,None,None,None,19.0,2.896551724137931,1.7142857142857142,Sodankyla,Lapland,252.6837310791016,2,1,2
598,bilberry,2022-07-26,pine,2022,30,726,62.22097372205076,28.731004239213508,20.0,15.1,74.1,1007.1,64.2,148.9,10.2,8.0,11.23076923076923,2.423076923076923,1.5833333333333333,Pyttyvesi,Regional State Administrative Agency for Eastern Finland,98.78044891357422,1,1,1
599,bilberry,2021-07-21,pine,2021,29,721,62.22097372205076,28.731004239213508,15.0,5.9,55.8,1009.6,38.3,179.3,12.7,6.0,11.23076923076923,2.423076923076923,1.5833333333333333,Pyttyvesi,Regional State Administrative Agency for Eastern Finland,98.78044891357422,1,1,3
600,bilberry,2022-07-29,pine,2022,30,729,61.58470220649786,29.26069108239177,15.1,13.4,89.6,1014.1,83.9,108.8,7.0,3.0,9.761904761904765,2.952380952380953,1.625,Punkaharju,Regional State Administrative Agency for Eastern Finland,52.63240432739258,1,1,1
601,bilberry,2021-07-19,pine,2021,29,719,61.58470220649786,29.26069108239177,16.7,9.9,66.9,1006.4,18.5,195.1,14.2,5.0,9.761904761904765,2.952380952380953,1.625,Punkaharju,Regional State Administrative Agency for Eastern Finland,52.63240432739258,1,1,1
602,lingonberry,2021-08-29,pine,2021,34,829,61.58470220649786,29.26069108239177,14.4,10.2,78.7,1020.8,16.7,113.1,9.8,5.0,9.761904761904765,2.952380952380953,1.625,Punkaharju,Regional State Administrative Agency for Eastern Finland,52.63240432739258,3,1,4
603,bilberry,2022-07-23,spruce,2022,29,723,61.83911284431336,23.96046157266524,17.2,15.7,91.1,1009.3,88.6,None,None,None,6.0,2.9130434782608696,1.6875,Ruovesi,Western Finland Province,130.36727905273438,1,2,3
604,lingonberry,2022-09-04,pine,2022,35,904,61.83911284431336,23.96046157266524,8.2,3.8,75.3,1027.5,78.5,None,None,None,6.0,2.9130434782608696,1.6875,Ruovesi,Western Finland Province,130.36727905273438,3,1,3
605,bilberry,2021-07-17,spruce,2021,28,717,61.83911284431336,23.96046157266524,18.7,9.5,58.4,1014.9,1.4,312.5,26.9,8.0,6.0,2.9130434782608696,1.6875,Ruovesi,Western Finland Province,130.36727905273438,1,2,3
606,lingonberry,2021-08-22,pine,2021,33,822,61.83911284431336,23.96046157266524,11.8,10.7,93.1,1013.4,97.2,None,None,None,6.0,2.9130434782608696,1.6875,Ruovesi,Western Finland Province,130.36727905273438,3,1,3
607,bilberry,2020-07-24,spruce,2020,30,724,61.83911284431336,23.96046157266524,10.6,8.7,87.9,1000.6,92.7,None,None,None,6.0,2.9130434782608696,1.6875,Ruovesi,Western Finland Province,130.36727905273438,1,2,1
608,lingonberry,2020-09-03,pine,2020,36,903,61.83911284431336,23.96046157266524,12.5,10.9,89.9,1018.8,88.0,None,None,None,6.0,2.9130434782608696,1.6875,Ruovesi,Western Finland Province,130.36727905273438,3,1,3
609,bilberry,2022-07-23,mixed,2022,29,723,61.67114679637925,29.45598566968182,19.8,17.6,87.1,1009.0,49.8,93.7,7.0,4.0,9.727272727272728,3.0,1.6842105263157894,Punkaharju,Regional State Administrative Agency for Eastern Finland,56.82481384277344,1,5,1
610,lingonberry,2022-09-07,mixed,2022,36,907,61.67114679637925,29.45598566968182,8.1,4.5,79.0,1018.6,62.1,108.3,5.4,6.0,9.727272727272728,3.0,1.6842105263157894,Punkaharju,Regional State Administrative Agency for Eastern Finland,56.82481384277344,3,5,1
611,bilberry,2021-07-23,pine,2021,29,723,61.67114679637925,29.45598566968182,15.9,7.6,59.5,1008.1,67.4,188.8,13.1,6.0,9.727272727272728,3.0,1.6842105263157894,Punkaharju,Regional State Administrative Agency for Eastern Finland,56.82481384277344,1,1,1
612,lingonberry,2021-09-10,pine,2021,36,910,61.67114679637925,29.45598566968182,8.9,5.8,83.7,1016.9,13.7,133.2,6.7,4.0,9.727272727272728,3.0,1.6842105263157894,Punkaharju,Regional State Administrative Agency for Eastern Finland,56.82481384277344,3,1,1
613,bilberry,2020-07-31,birch,2020,31,731,61.67114679637925,29.45598566968182,14.9,10.6,76.8,1006.2,84.6,None,None,None,9.727272727272728,3.0,1.6842105263157894,Punkaharju,Regional State Administrative Agency for Eastern Finland,56.82481384277344,1,3,1
614,bilberry,2022-07-19,pine,2022,29,719,61.67739825610537,29.078464684854712,15.7,11.2,75.9,1012.3,69.7,262.3,18.6,7.0,10.0,2.8260869565217392,2.0,Savonlinna,Regional State Administrative Agency for Eastern Finland,58.88043594360352,1,1,1
615,lingonberry,2022-09-03,pine,2022,35,903,61.67739825610537,29.078464684854712,8.0,5.5,84.5,1018.6,72.3,113.1,6.2,3.0,10.0,2.8260869565217392,2.0,Savonlinna,Regional State Administrative Agency for Eastern Finland,58.88043594360352,3,1,1
616,bilberry,2021-07-24,pine,2021,29,724,61.67739825610537,29.078464684854712,14.7,7.0,62.8,1013.5,41.1,178.6,11.4,5.0,10.0,2.8260869565217392,2.0,Savonlinna,Regional State Administrative Agency for Eastern Finland,58.88043594360352,1,1,1
617,lingonberry,2021-09-11,pine,2021,36,911,61.67739825610537,29.078464684854712,10.2,9.1,92.9,1015.1,94.3,32.4,1.6,1.0,10.0,2.8260869565217392,2.0,Savonlinna,Regional State Administrative Agency for Eastern Finland,58.88043594360352,3,1,1
618,bilberry,2020-07-20,pine,2020,30,720,61.67739825610537,29.078464684854712,20.4,15.0,73.5,1013.4,61.3,237.1,15.2,6.0,10.0,2.8260869565217392,2.0,Savonlinna,Regional State Administrative Agency for Eastern Finland,58.88043594360352,1,1,1
619,bilberry,2022-07-30,spruce,2022,30,730,63.563958091980005,29.013431098545688,11.1,10.6,96.6,1014.3,95.5,None,None,None,12.0,3.0,2.0303030303030303,Pielinen Karelia,Regional State Administrative Agency for Eastern Finland,183.44354248046875,1,2,1
620,cloudberry,2022-07-22,spruce,2022,29,722,63.563958091980005,29.013431098545688,20.6,15.6,74.3,1012.5,40.7,None,None,None,12.0,3.0,2.0303030303030303,Pielinen Karelia,Regional State Administrative Agency for Eastern Finland,183.44354248046875,2,2,1
621,bilberry,2021-07-23,spruce,2021,29,723,63.563958091980005,29.013431098545688,12.2,6.9,72.1,1008.7,64.8,None,None,None,12.0,3.0,2.0303030303030303,Pielinen Karelia,Regional State Administrative Agency for Eastern Finland,183.44354248046875,1,2,1
622,bilberry,2020-07-20,pine,2020,30,720,63.563958091980005,29.013431098545688,19.8,14.3,74.0,1013.3,32.5,None,None,None,12.0,3.0,2.0303030303030303,Pielinen Karelia,Regional State Administrative Agency for Eastern Finland,183.44354248046875,1,1,3
623,lingonberry,2020-08-22,pine,2020,34,822,63.563958091980005,29.013431098545688,17.1,13.3,79.8,1011.8,75.4,181.1,15.6,6.0,12.0,3.0,2.0303030303030303,Pielinen Karelia,Regional State Administrative Agency for Eastern Finland,183.44354248046875,3,1,3
624,cloudberry,2020-07-20,pine,2020,30,720,63.563958091980005,29.013431098545688,19.8,14.3,74.0,1013.3,32.5,None,None,None,12.0,3.0,2.0303030303030303,Pielinen Karelia,Regional State Administrative Agency for Eastern Finland,183.44354248046875,2,1,3
625,bilberry,2022-08-03,pine,2022,31,803,64.37638813279627,25.341948147708543,13.8,11.6,86.6,1011.3,86.7,86.9,5.5,2.0,17.0,2.806451612903226,2.4375,Vihanti,Northern Finland Regional State Administrative Agency,78.13212585449219,1,1,1
626,lingonberry,2022-09-18,pine,2022,37,918,64.37638813279627,25.341948147708543,10.0,9.3,95.5,995.7,93.7,82.4,4.0,3.0,17.0,2.806451612903226,2.4375,Vihanti,Northern Finland Regional State Administrative Agency,78.13212585449219,3,1,1
627,bilberry,2021-08-05,pine,2021,31,805,64.37638813279627,25.341948147708543,14.0,8.4,72.7,1015.0,12.7,285.5,18.2,7.0,17.0,2.806451612903226,2.4375,Vihanti,Northern Finland Regional State Administrative Agency,78.13212585449219,1,1,1
628,lingonberry,2021-09-07,pine,2021,36,907,64.37638813279627,25.341948147708543,10.2,8.8,91.6,1009.6,80.9,117.4,6.1,3.0,17.0,2.806451612903226,2.4375,Vihanti,Northern Finland Regional State Administrative Agency,78.13212585449219,3,1,1
629,bilberry,2020-07-28,pine,2020,31,728,64.37638813279627,25.341948147708543,18.2,13.6,75.9,1014.3,76.5,257.3,17.6,7.0,17.0,2.806451612903226,2.4375,Vihanti,Northern Finland Regional State Administrative Agency,78.13212585449219,1,1,1
630,lingonberry,2020-08-21,pine,2020,34,821,64.37638813279627,25.341948147708543,17.4,12.5,75.8,1014.2,13.4,286.5,16.5,6.0,17.0,2.806451612903226,2.4375,Vihanti,Northern Finland Regional State Administrative Agency,78.13212585449219,3,1,1
631,bilberry,2022-08-02,pine,2022,31,802,66.44534898787208,28.12130079833758,14.2,11.7,85.8,1009.2,63.2,None,None,None,19.0,2.8,2.0,Kemijarvi,Lapland,229.4422607421875,1,1,3
632,lingonberry,2022-09-13,pine,2022,37,913,66.44534898787208,28.12130079833758,8.7,6.9,89.4,1007.7,87.9,None,None,None,19.0,2.8,2.0,Kemijarvi,Lapland,229.4422607421875,3,1,3
633,cloudberry,2022-07-21,pine,2022,29,721,66.44534898787208,28.12130079833758,18.0,11.8,70.3,1014.8,29.9,None,None,None,19.0,2.8,2.0,Kemijarvi,Lapland,229.4422607421875,2,1,3
634,bilberry,2021-07-27,pine,2021,30,727,66.44534898787208,28.12130079833758,16.5,8.3,61.4,1019.9,7.9,None,None,None,19.0,2.8,2.0,Kemijarvi,Lapland,229.4422607421875,1,1,1
635,lingonberry,2021-09-02,pine,2021,35,902,66.44534898787208,28.12130079833758,5.5,3.0,84.3,1005.1,76.4,None,None,None,19.0,2.8,2.0,Kemijarvi,Lapland,229.4422607421875,3,1,1
636,cloudberry,2021-07-27,pine,2021,30,727,66.44534898787208,28.12130079833758,16.5,8.3,61.4,1019.9,7.9,None,None,None,19.0,2.8,2.0,Kemijarvi,Lapland,229.4422607421875,2,1,1
637,cloudberry,2020-07-25,pine,2020,30,725,66.44534898787208,28.12130079833758,14.6,8.3,68.8,1010.3,32.4,None,None,None,19.0,2.8,2.0,Kemijarvi,Lapland,229.4422607421875,2,1,4
